sample_id,price
225191,18.84
47314,12.96
190037,13.63
283484,7.86
4624,12.95
37365,10.5
150520,13.09
160793,17.0
288758,5.77
70721,12.08
153130,13.74
253230,11.49
11371,17.42
134200,12.05
46636,10.87
255775,24.28
134099,9.62
132998,15.87
245102,12.85
106588,13.61
40475,14.41
35737,10.2
75488,9.4
243789,30.14
93502,17.19
233628,9.71
86958,15.46
98928,11.02
215242,30.42
264446,15.75
199345,15.98
153369,11.92
242403,26.19
195633,47.12
253943,9.22
210835,10.36
203602,12.24
24911,29.94
82198,12.55
222247,30.59
192793,34.09
104529,13.15
31090,10.93
11109,6.14
125529,6.9
120658,10.35
235470,25.95
216872,14.52
1366,46.08
133729,33.95
139689,17.03
279258,8.3
97282,4.14
288383,15.15
116389,6.6
173568,21.83
262785,4.83
92633,13.95
219247,12.0
254679,8.04
68759,24.13
114484,13.88
77864,20.14
264420,9.86
68473,20.39
284648,6.32
33357,3.65
103968,25.14
49470,11.56
28890,10.94
200182,18.03
104436,24.84
88704,16.51
49343,12.39
146051,30.1
75411,9.51
81149,14.16
290573,38.22
151498,13.11
291639,21.95
56972,7.62
70534,17.88
182536,10.3
254227,11.37
133565,16.86
86422,7.39
198654,18.26
224439,10.6
122263,13.63
246957,10.23
228792,16.51
151419,20.32
180019,9.79
269000,14.39
126116,7.21
72182,11.8
50911,13.42
22336,18.22
85561,10.01
248192,14.0
93970,6.96
213816,14.38
16889,18.33
15442,12.1
203089,17.39
279417,9.67
193127,11.87
198525,24.84
219538,25.52
90945,25.69
254383,12.02
115404,12.24
96786,4.97
259493,34.96
173435,13.82
73281,8.48
199003,24.27
238125,23.56
230530,14.88
27633,5.63
92118,7.28
212816,12.47
89159,5.14
131701,9.51
34332,17.33
78208,15.87
130144,16.31
181900,5.66
147260,45.75
21298,12.23
78630,7.76
145463,24.54
181331,4.1
68026,20.86
107328,12.02
12930,14.46
255057,23.58
273075,13.44
41615,8.48
87308,25.13
5700,8.38
171022,12.93
95699,10.0
7807,19.45
14094,12.33
220034,33.25
188365,7.5
294134,11.13
289489,11.24
29363,6.1
142340,27.29
159952,9.05
239851,16.41
86371,22.96
181699,9.23
95608,5.99
167151,18.42
203800,15.61
260961,7.16
561,17.9
219613,11.58
298494,8.62
118689,16.54
270488,14.68
153189,5.24
258769,15.31
135071,10.83
269187,7.95
66891,14.89
237849,11.89
213497,35.66
96083,9.28
209195,10.25
258460,14.61
102916,10.04
11926,11.81
84021,4.69
160011,23.4
192787,25.58
186032,10.37
269038,17.86
210521,17.4
259077,8.93
245588,18.83
61349,25.24
2440,63.49
93741,7.65
126159,13.8
108584,11.04
138883,10.8
100547,9.54
114363,24.08
19186,43.39
58644,18.65
143305,26.71
248939,40.78
155123,12.43
260415,6.11
58579,14.19
261276,10.69
178859,12.64
157472,29.94
6061,15.22
212250,9.94
242470,15.72
284155,7.71
159980,13.06
187478,13.29
275879,8.92
206880,12.65
99207,27.2
271559,7.4
206246,9.45
250007,19.62
116474,12.32
96162,10.58
203860,20.06
20598,19.1
187229,5.89
71704,12.0
190838,16.23
235135,21.99
235858,9.42
199593,36.48
145032,48.57
181022,6.4
59796,11.92
177029,17.21
261606,18.58
193771,23.56
294082,19.06
190929,10.44
89431,17.91
235156,34.35
225340,17.39
129273,8.28
172668,12.82
109500,20.91
186350,14.8
68038,15.14
31763,17.11
41720,21.73
206618,6.42
172690,14.69
292208,10.67
273819,12.64
243462,7.23
222467,14.33
195771,57.82
280455,17.52
42717,14.64
108167,31.18
149325,51.77
23108,11.6
213975,16.2
211807,22.48
216954,8.04
280860,12.88
156949,33.33
86615,8.82
269871,10.24
145774,52.12
123375,19.34
234458,18.17
93601,10.41
82740,16.88
585,15.76
153138,18.43
268890,3.01
12259,13.43
263044,32.06
124328,6.05
69112,11.15
21188,18.33
246496,7.02
196498,45.46
224332,7.56
96918,6.07
295943,8.48
40707,22.02
65413,9.65
282995,20.33
133095,22.68
162703,14.57
181635,10.34
263120,46.36
3844,23.45
115790,25.52
113251,9.7
71533,17.19
148489,11.91
88065,7.4
165586,10.63
49484,15.68
294861,8.27
151927,8.61
96260,15.67
224569,6.0
93633,11.99
161841,30.74
4587,8.64
64108,14.21
285222,9.12
152321,54.46
72587,13.69
76131,8.56
241293,20.3
23244,16.81
35269,6.51
121417,9.55
33621,7.1
200873,25.63
47677,20.26
130261,46.63
218381,18.49
173929,10.41
149574,26.58
168096,9.44
118282,10.82
87015,7.68
14230,21.61
82975,46.11
42344,4.01
242296,23.28
111057,33.35
136594,5.75
253070,5.37
96763,15.48
33204,12.7
270874,30.47
256601,10.78
208413,15.84
298683,21.9
150326,12.58
220519,10.81
9857,15.91
290547,19.64
67868,8.98
211946,11.37
54814,8.24
225051,4.88
160216,14.12
281718,10.26
91925,25.5
170581,10.0
145478,38.99
271849,11.15
13784,103.12
179242,30.05
146924,78.71
160154,8.06
206004,26.77
137077,6.62
232088,6.46
138573,37.23
72899,27.18
69429,26.55
68563,13.1
238751,5.9
161463,23.92
104111,6.91
241769,18.63
172917,9.4
238606,6.89
124573,16.14
2595,45.69
77740,9.18
142206,70.89
220175,14.18
37564,14.06
98411,3.84
48457,11.01
101213,7.18
177251,15.25
290059,15.04
269407,9.61
131995,10.32
67627,16.12
257663,8.8
66787,9.75
207505,22.47
98495,7.85
192061,36.8
53926,11.86
81707,14.85
249939,7.41
15944,8.29
165256,15.04
51295,11.9
68267,9.54
91451,9.96
2643,24.08
172860,6.57
52304,16.42
37360,12.83
131094,40.69
225345,12.44
273492,4.93
132873,30.38
122581,14.17
8477,16.77
291815,46.75
9906,14.03
235965,15.02
150813,8.19
137502,9.14
37884,10.53
32935,20.78
16356,25.59
160397,15.07
246582,14.8
251047,29.95
238229,18.38
268140,17.03
285647,10.42
205476,18.46
72760,31.43
123497,11.53
135883,14.62
294868,6.95
182893,11.58
34256,15.25
40245,8.44
163481,10.69
122295,16.68
103549,10.95
41805,6.47
176189,14.23
247981,10.5
273162,7.89
218014,10.93
173287,26.44
228521,23.65
4085,42.01
250264,4.68
243175,16.54
111173,4.28
28397,7.58
245278,17.58
225737,34.52
62994,29.8
242806,25.23
49803,14.44
61129,18.9
228049,18.92
249685,5.64
45483,10.6
131429,13.78
111526,15.48
80331,9.6
247751,12.08
125678,20.52
17653,17.45
247554,11.57
275883,9.09
206589,11.08
251032,8.2
259755,20.95
84440,24.66
159961,13.15
112877,29.48
253382,18.56
250983,44.32
282664,23.02
97341,31.76
36515,6.98
83147,12.75
192661,21.61
152197,68.14
72332,18.67
118545,26.85
262703,15.64
198416,20.18
71620,20.34
244418,19.27
224198,11.62
99432,27.25
186420,17.43
289158,17.0
299075,2.95
262174,16.27
233857,46.98
240224,19.15
6756,29.02
150633,10.21
272890,23.87
67600,15.44
35062,20.94
288668,15.45
279969,11.98
138058,18.01
110543,14.63
134521,14.61
188758,22.32
34525,15.47
81272,9.65
80680,14.77
144552,5.38
7534,13.01
93379,13.27
114906,19.6
282486,4.7
154308,19.95
108083,7.87
131798,20.06
199061,15.21
185391,19.89
237552,22.23
269109,10.46
64217,19.84
17615,10.18
108257,13.21
218391,10.97
108677,8.71
189533,16.27
51148,24.85
81843,10.87
52612,16.16
180601,19.44
291151,11.81
147446,33.52
299342,15.31
45505,6.26
253050,8.62
54180,15.42
98146,13.88
33091,9.23
12835,11.62
276059,3.14
72065,61.94
71828,27.05
294942,7.46
149166,12.36
198178,15.27
165351,11.09
20252,51.61
237631,18.26
71004,8.74
280509,7.12
289924,13.37
54746,9.69
176590,35.26
38846,13.28
194370,13.22
177458,15.86
66525,11.33
67988,14.51
32466,12.71
38063,13.21
53939,14.2
30198,18.46
232255,10.67
108071,26.78
191326,15.88
297511,5.26
113972,49.14
296502,14.56
32107,21.1
164098,9.4
192778,14.06
30013,9.84
197109,21.47
191931,3.48
199065,16.79
235818,7.27
204768,17.4
219877,33.8
127940,14.24
204244,21.48
150236,12.28
192756,16.89
126326,9.19
51976,18.38
90862,7.03
209828,25.07
265703,12.06
292515,13.19
213828,15.97
278903,42.84
58531,16.5
13995,4.8
208619,12.51
22631,11.84
57620,70.05
24744,11.79
293147,8.74
142405,49.57
241784,20.98
134121,9.22
153927,25.25
74538,15.8
171555,14.17
276092,5.8
18849,58.26
177283,26.46
118811,10.82
143713,20.75
123583,15.19
70883,9.82
159299,8.68
100,14.39
40128,10.61
185633,34.87
92987,7.79
54133,25.48
181961,10.07
115533,24.15
31238,12.16
293072,8.0
296357,15.94
290944,15.23
232184,10.78
95223,21.45
6067,23.78
102264,31.46
90041,11.58
90616,10.37
62663,15.8
48305,7.89
220246,9.99
112759,11.03
162741,18.53
212595,31.47
281378,14.02
294187,4.22
24375,6.41
217378,10.96
236052,11.31
22340,4.81
38836,9.69
111996,19.01
296349,13.44
78659,16.6
166750,11.87
181280,10.55
77402,14.23
84240,16.29
88957,13.65
6917,7.26
17551,9.26
197490,10.95
225904,7.47
42862,13.16
101377,113.85
54696,9.53
96298,11.52
174007,19.81
125763,45.7
178461,9.54
135641,26.13
61107,4.8
268057,9.97
138586,14.9
226417,23.4
66135,15.3
132622,12.82
147831,58.99
146885,43.07
36446,26.43
59507,64.24
291266,11.89
59032,11.17
212230,21.55
28134,3.26
109823,13.75
278006,14.71
70225,41.52
179951,13.6
204742,14.62
31700,7.54
263696,14.2
107748,11.91
54177,27.21
103713,10.87
252849,15.31
12584,29.4
208075,2.63
2908,6.36
265635,7.97
232851,31.32
47534,21.79
116116,26.46
295695,13.63
231017,12.56
168527,12.72
150335,19.14
169818,13.14
129882,26.57
64693,11.85
201247,15.12
206710,12.72
35852,15.95
66557,20.89
270879,39.36
98390,12.75
134361,9.99
221624,34.33
270028,4.69
265893,2.67
220059,32.29
32841,12.11
128188,37.8
193657,16.24
55555,10.64
159073,12.37
247278,3.19
210903,9.11
196686,23.44
193876,11.19
108395,22.5
277014,15.08
268519,11.88
224617,14.38
298159,22.68
25635,16.45
109882,22.52
270257,37.85
126196,46.61
18378,12.57
295107,13.39
218450,16.04
149391,20.98
267166,8.18
54508,11.38
168959,7.46
119411,16.14
80409,16.65
91737,14.51
188998,9.92
103642,39.44
233233,9.75
63970,7.34
93980,13.37
143005,24.86
2109,58.06
277665,15.75
256184,4.65
285066,17.7
156971,106.34
261957,10.81
168263,13.41
99515,36.83
126749,3.97
227782,20.94
166618,43.7
39951,11.34
257848,3.53
108150,18.83
200530,29.89
297760,13.65
62432,12.56
256205,24.16
170972,7.05
281533,13.91
273034,8.98
134965,21.27
287158,11.71
129771,10.93
125804,18.21
260441,9.82
103079,16.03
104291,22.65
92654,8.24
63907,19.08
141737,11.65
91965,20.1
186422,3.31
208110,15.04
150732,11.89
177490,7.31
25248,20.42
105702,11.84
125023,6.06
238925,7.42
25272,26.55
114246,24.44
221673,19.14
126294,13.14
81752,16.16
142107,71.8
53451,20.73
66905,15.03
3427,7.71
76962,11.08
288495,10.29
30669,12.99
120053,7.71
99805,7.44
110607,38.97
105933,14.07
10890,15.94
203610,20.2
59194,18.88
252812,18.62
204655,17.67
83686,8.68
97682,29.44
297431,8.38
243788,20.84
229366,10.07
142987,40.94
169795,12.42
186398,8.26
49005,15.63
230152,10.95
220700,10.13
187447,12.46
171027,14.02
268837,10.68
260436,10.52
78469,17.02
187518,6.86
94427,5.38
7978,8.5
238128,11.42
176944,11.85
261059,13.35
143866,70.48
141597,12.13
113784,9.6
162718,5.63
15235,32.64
168739,4.83
29198,25.04
172392,18.0
140857,12.87
232539,21.87
200770,16.39
95206,22.16
21225,11.85
165923,23.89
286031,12.58
123402,19.21
141345,16.13
185235,19.19
149059,52.55
126256,12.89
55783,12.54
10149,20.02
23157,8.61
62986,69.34
83341,6.62
211693,10.72
270827,22.27
92432,11.18
222635,16.99
1697,50.19
31580,12.72
258898,8.68
21527,11.62
50846,27.68
156214,26.52
76180,5.43
78263,16.62
121612,29.3
207258,18.07
130277,24.29
14924,8.27
10881,8.26
235096,22.77
292225,7.04
95527,115.19
14258,16.74
108941,14.24
235808,15.71
225930,19.78
177018,5.8
159079,9.63
178963,13.0
51085,12.4
212100,12.28
160711,16.44
75286,21.77
286053,9.46
152792,7.36
70066,11.73
159387,10.16
10572,14.62
220281,17.33
106708,13.28
203718,17.06
185346,7.15
219491,18.97
281638,9.38
79927,12.43
213410,19.51
112120,20.81
48286,19.41
148933,12.83
66895,11.33
182996,10.68
14150,23.0
11061,18.49
273229,8.44
211317,18.33
231288,66.07
77503,12.87
273639,4.44
150509,17.42
77546,17.55
18828,30.05
191665,10.07
91317,12.18
279237,6.48
8579,7.56
58640,21.26
201927,27.1
208477,12.07
246076,52.88
8845,3.28
261725,7.58
142778,31.66
218490,45.44
233234,24.41
245731,26.3
44727,10.95
80256,8.92
32469,9.53
102725,8.39
105769,31.15
31581,6.86
189690,10.73
42953,14.97
273979,10.33
183110,12.26
262975,20.73
135559,13.84
144351,42.12
156961,70.71
78202,30.69
5839,9.39
98816,55.97
167014,17.69
19528,50.47
188562,10.7
163994,6.93
205167,8.82
159055,13.24
24339,6.76
246105,42.86
259530,15.48
240687,27.0
114356,16.88
46411,17.29
259424,11.11
55130,18.45
270067,6.86
42354,12.9
55257,13.21
268795,17.1
203007,25.94
82346,13.0
171973,6.51
253670,14.06
91929,16.88
107945,13.07
88463,4.95
249589,7.27
144291,40.28
193784,19.16
241171,13.32
10026,3.04
116696,19.43
160409,17.02
122791,11.5
18520,10.54
13879,13.03
108740,16.81
135218,6.95
52274,11.38
229017,13.3
93398,8.85
203053,7.04
193750,12.33
252485,12.59
66717,13.05
96895,11.34
106272,3.39
232218,8.46
19384,54.37
116893,22.63
94264,20.26
117901,24.04
478,12.22
124898,19.37
138891,13.98
218022,8.52
295673,9.55
41419,8.92
111707,22.4
164308,23.07
102693,12.07
141165,13.19
129284,7.05
227998,17.08
127882,17.04
3329,20.98
144976,60.89
38810,10.66
107415,7.91
42496,10.64
250788,16.24
209778,11.46
209136,15.2
81425,9.28
96085,20.16
167970,16.7
78824,11.41
158275,11.68
251270,10.94
107409,42.41
180559,5.48
199297,5.27
71013,15.16
104377,20.72
299076,9.93
52017,10.62
185939,9.92
24224,16.17
45119,14.85
88307,30.05
12908,12.29
102792,23.31
232971,99.44
119791,14.22
67478,12.08
233932,7.88
205940,5.93
34137,21.43
91420,19.15
230500,12.0
99710,11.62
235133,32.83
277213,13.39
19400,58.86
237456,10.1
121658,22.51
277650,6.2
72039,55.64
71798,44.35
182421,7.85
115809,13.34
181534,10.91
278074,13.62
221153,11.29
34217,9.74
76530,19.06
99918,8.05
195304,65.43
121675,16.41
6391,14.6
74840,14.59
144601,11.07
39779,9.04
110498,24.13
58544,10.25
245826,34.63
32038,22.27
290287,11.39
138206,5.62
254594,11.46
88596,7.47
30663,15.86
26006,21.74
145548,24.19
148101,19.14
141848,16.31
6906,12.37
279520,22.96
192534,10.78
11945,4.88
259340,14.64
61497,9.6
220790,15.41
277751,18.82
229576,22.59
116966,21.08
204069,20.6
126551,14.36
295654,8.99
270357,12.51
18148,57.71
232214,9.64
162939,32.33
12546,22.8
251774,17.44
11133,27.53
84116,13.21
246757,14.74
122786,11.8
115689,15.1
49148,14.23
274677,8.21
102435,7.29
273393,12.37
263331,5.58
195072,10.38
142437,24.71
293080,12.4
163937,11.15
111016,20.55
171733,5.7
1756,40.79
77414,19.39
173275,18.84
205642,5.09
52045,20.73
155623,16.73
91604,5.48
8252,19.78
28345,15.07
203742,15.03
293998,14.4
140772,19.81
142390,62.44
280907,22.92
145442,10.86
62879,17.18
90372,6.91
36505,13.0
18625,7.17
202358,10.38
108642,33.05
291391,15.95
183424,36.68
266503,9.25
141135,12.57
185316,8.03
207405,12.92
119435,16.13
77520,8.08
288397,15.77
246351,16.68
207538,22.25
21280,17.57
93999,10.51
250001,19.2
2574,47.51
259032,15.55
60773,12.2
66704,11.92
100337,6.99
29923,14.15
37393,10.76
228449,10.99
35480,25.86
85156,16.38
207757,17.35
230304,18.81
244204,39.89
285882,8.86
260548,15.24
286264,11.17
77844,21.66
40401,2.63
168487,9.57
15528,21.43
48602,7.28
89330,22.62
4253,15.23
213784,11.6
289599,11.88
126466,14.7
246566,11.39
206510,18.33
33044,9.94
97658,19.4
136494,8.79
108725,12.36
33210,12.55
114556,14.12
14022,15.39
158290,11.5
108276,18.21
212604,37.95
153881,14.18
39523,19.01
101103,6.65
148740,64.79
288474,27.07
131804,10.94
210826,12.22
273838,10.63
257052,6.18
178150,11.68
123792,8.5
284610,7.93
193682,7.24
149079,12.7
2371,48.0
163451,23.75
203425,11.97
292779,8.24
284785,7.54
236665,42.15
127883,8.38
96069,10.97
49916,22.34
251923,10.62
270851,28.34
98612,6.57
18020,37.08
162210,7.85
275984,10.4
124489,14.49
124677,23.78
203442,16.59
194657,10.18
293709,17.53
246040,18.11
274872,12.7
135539,12.99
153064,11.36
91856,13.67
198319,51.17
93973,14.3
29983,9.45
260808,15.63
190142,8.99
22826,13.29
53138,18.12
256530,9.21
107397,17.03
68306,20.61
248745,18.78
24589,19.96
183503,18.01
264658,15.18
73369,24.46
244074,16.85
117186,23.04
47478,10.03
179839,105.62
188053,9.99
247206,38.49
43765,13.88
278895,21.54
130185,73.8
267839,22.99
3623,22.23
175954,13.87
115079,26.74
118883,17.9
238712,13.07
63586,9.31
211835,17.42
97336,7.7
185621,14.78
97058,8.81
157656,12.01
157002,56.82
267838,16.52
194177,15.63
113708,12.77
148282,55.97
34321,28.89
96243,9.96
59654,23.04
222004,5.59
127064,16.53
289706,12.52
18006,51.58
257516,11.11
81683,6.38
258893,21.78
66471,25.44
140803,25.35
14277,6.34
44684,9.67
180021,4.99
258645,5.67
49587,5.72
289863,11.41
159364,14.31
51612,17.41
205411,14.48
12943,10.55
129987,12.07
96188,13.4
122802,8.74
257025,11.96
72636,16.34
162215,3.75
152772,12.27
179939,3.3
138399,47.07
249543,7.41
249020,19.25
122833,12.41
271412,41.65
124835,43.73
154566,11.11
121405,9.52
101455,14.28
233564,9.62
95316,12.88
270442,7.02
285998,14.99
228115,19.1
279862,53.79
255208,18.62
153190,10.44
48820,7.8
90531,8.08
287905,9.32
191101,5.59
39897,12.78
73248,5.56
248766,4.14
200685,18.58
298279,13.49
243019,12.74
269130,6.54
145566,48.27
275614,8.66
118424,19.01
249258,28.57
173346,5.15
63315,15.55
5999,7.15
174643,11.76
116852,20.4
17331,18.67
128684,19.44
64891,15.67
196107,53.51
173769,21.39
274108,12.45
227245,37.01
208172,24.32
35713,8.28
4228,16.22
37698,17.76
244638,7.61
222438,8.22
238809,51.01
46468,15.43
261438,7.86
276592,4.71
185358,23.91
563,9.79
248853,5.2
201854,8.04
41804,7.83
163383,8.2
241045,12.82
176690,53.54
199013,17.86
5049,17.9
18103,28.54
70368,16.84
194989,5.28
63755,20.67
62094,12.37
134245,11.09
57385,37.99
208497,24.11
36651,15.27
246980,6.4
10044,20.1
141843,32.78
85713,8.2
257327,19.7
74313,10.67
11925,10.08
167721,23.72
195473,59.74
235239,45.58
161993,7.08
299100,6.54
20223,26.63
148819,38.04
218001,29.3
289317,12.18
155603,7.29
79881,20.49
138943,20.48
141275,15.05
165333,28.91
282196,4.11
187953,5.12
183124,16.95
28917,8.04
226690,15.05
87274,17.54
121617,17.08
197338,12.91
63369,11.19
214425,48.85
128445,14.82
119307,18.75
164977,15.8
227653,18.2
232991,15.92
276122,5.97
246912,11.8
136884,2.82
262784,15.01
274631,13.29
207289,6.18
259926,9.13
241583,9.56
121328,17.82
288533,13.42
40594,11.69
154362,12.43
224020,17.61
56571,11.65
194299,18.27
1735,61.48
37040,3.58
114797,51.87
150880,5.6
6302,13.36
172342,14.27
35355,10.9
216781,17.41
80593,34.7
175468,3.63
278023,9.45
256468,10.67
66059,17.09
78155,11.32
280307,13.04
231867,11.35
285593,7.46
33445,10.76
237449,6.37
264094,14.88
17565,13.27
250594,22.21
60260,18.73
82893,21.75
176177,9.7
80047,7.26
4352,32.59
188351,4.49
13738,33.78
40621,8.83
30435,8.76
251811,7.99
156429,8.8
260946,10.35
184191,14.75
289703,13.58
280898,2.87
294496,22.42
171805,12.3
79155,10.78
284083,6.2
258620,8.04
73505,11.93
215062,16.35
296681,14.33
270522,7.94
289218,16.38
53524,26.16
86498,10.38
255537,11.58
227888,27.67
276977,12.09
13878,31.38
95816,11.53
189092,11.69
78909,3.53
207782,12.04
281807,17.98
228906,10.79
57438,38.97
6779,7.84
170641,28.3
51653,9.09
122973,10.81
95801,12.14
256126,9.28
143152,15.05
11722,15.43
251048,14.15
73604,29.69
256341,10.99
184745,11.46
203288,16.96
159363,13.74
7067,12.95
76909,11.47
170054,18.14
286970,17.06
289696,15.06
242334,14.15
45948,5.92
249740,9.2
105367,21.22
65445,18.8
233943,26.63
219998,23.75
281897,7.31
1672,45.35
2279,24.2
184441,20.63
214873,35.05
133839,13.0
26113,21.96
45517,15.11
198660,7.81
125474,21.36
37923,21.84
42621,18.83
287410,3.82
13020,13.17
205339,24.0
171985,18.16
100990,33.67
250189,15.1
120540,14.81
153733,4.32
104160,12.37
49114,9.1
233536,15.96
65864,23.26
180655,14.77
146413,33.34
242420,25.55
261890,14.42
165881,7.56
126484,13.06
205132,19.17
161221,13.65
184583,14.16
50395,26.33
264632,12.52
145495,76.55
11089,5.03
114553,35.06
106630,19.55
221337,10.3
150766,25.77
205357,16.48
14009,1.88
233466,23.61
143208,10.74
61659,16.74
28450,7.57
40650,7.99
246251,14.75
298991,17.91
268358,15.72
174278,12.47
54127,16.88
278277,12.58
38552,12.81
149194,49.02
43030,12.78
295823,14.27
152069,10.98
13093,11.36
274579,11.52
159126,5.2
233196,13.83
234868,16.69
79779,23.13
57404,8.86
234699,26.18
265538,19.2
161026,15.77
64629,20.62
187775,13.16
287575,3.03
106434,18.29
18749,55.25
226295,8.44
226456,8.83
14997,20.4
27226,3.66
140949,14.89
173043,6.58
259137,8.8
255883,7.67
180578,13.89
195167,61.7
36799,39.79
582,9.57
193319,10.95
77773,9.76
60386,9.49
205744,12.42
250582,23.69
253088,8.91
35100,5.99
153930,13.75
220749,27.96
114562,5.77
131437,57.02
251915,3.8
279420,6.8
217628,22.28
102480,17.57
123331,15.66
20744,42.41
